97,270556097,"[1396146452, 1760929426, 1962745505, 1629231626, 1578628343, 1477002012, 1366968315, 1538484845, 1134627441, 1528387685, 1982767257, 1700327996, 1023457447, 1801261904, 1639416084, 1487970034, 1639696263, 1033513544, 1013185347, 1922443050, 1356693519, 1538104104, 1255787503, 1184169740, 1013285535, 1750792248, 1477899375, 1871665083, 1851602213, 1801218763, 1376985739, 1811414972, 1932687654, 1912244955, 1639380553, 1558518308, 1356797690, 1043497456, 1013276047, 1790223295, 1124523675, 1699035899, 1629582374, 1366746489, 1174865133, 1164954194, 1427534742, 1841744521, 1710390380, 1760765614, 1972942944, 1528326253, 1558802710, 1811229651, 1396105011, 1689920688, 1912353251, 1730605882, 1053863415, 1316353832, 1699093872, 1376051201, 1275718686, 1548727027, 1649344177, 1942755376, 1841551454, 1104171016, 1043563760, 1013347673, 1053786152, 1851684500, 1457703076, 1508126707, 1417406059, 1922066414, 1548528268, 1962989137, 1861979015, 1780128520, 1821298993, 1336502186, 1740248988, 1619346137, 1013272103, 1720416845, 1053863514, 1134525694, 1730413147, 1124320080, 1518350180, 1740646116, 1063959633, 1427515923, 1225122633, 1568540078, 1588049621, 1033464375, 1003834631, 1356726400, 1679925218, 1932513959, 1609052539, 1083171599, 1295272011, 1891145934, 1710250444, 1134606379, 1558871913, 1255523155, 1124406087, 1245310218, 1053324756, 1821540287, 1013286160, 1518157049, 1255737235, 1376095752, 1609047174, 1629353594, 1699046870, 1447691688, 1376645127, 1497126262, 1245562289, 1376853267, 1982931788, 1760914709, 1346491123, 1700174695, 1447662903, 1518143445, 1629490255, 1861540825, 1346727567, 1417474032, 1558749408, 1932685369, 1841742202, 1356331516, 1720565989, 1659313435, 1104239664, 1235414111, 1104184829, 1164890711, 1295045573, 1215335401, 1962929505, 1487017216, 1083020986, 1518319508, 1013250661, 1932463205, 1417465352, 1912092826, 1023441888, 1578050712, 1275059313, 1477007045, 1700365939, 1093111544, 1336561810, 1083163620, 1023498201, 1144613712, 1518314699, 1952754996, 1578902995, 1104335207, 1922367952, 1265848162, 1528410156, 1902299571, 1164815726, 1073062600, 1962987826, 1891285524, 1164829693, 1578741872, 1871045245, 1730585019, 1013289610, 1457739302, 1306086749, 1689185779, 1215262134, 1205270675, 1639644594, 1780017186, 1942725387, 1457645665, 1356768162, 1235519414, 1265825830, 1407248248, 1871538447, 1619344421, 1063819597, 1619935863, 1386198141, 1053696914, 1467906206, 1588180632, 1760939185, 1477880573, 1396280962, 1851805501, 1528468105, 1619439387, 1316329634, 1932402211, 1306209127, 1255857371, 1104185131, 1649622283, 1437654969, 1447744255, 1245275817, 1215428826, 1255630661, 1891943890, 1447739560, 1437616935, 1306362355, 1073088951, 1104019082, 1902338684, 1770946592, 1407282486, 1073571642, 1588730493, 1821478017, 1235649609, 1780943209, 1114319167, 1407088990, 1023367711, 1760632756, 1023419181, 1952827099, 1568828945, 1972910719, 1417397878, 1912294737, 1417473463, 1700249539, 1184143646, 1295830669, 1962657304, 1720260458, 1669525291, 1710117668, 1811937568, 1770828212, 1245679216, 1326648601, 1841789369, 1952832990, 1942482989, 1013201094, 1740661099, 1750708657, 1487959078, 1386158038, 1053825711, 1548330525, 1487093043, 1740798511, 1578040747, 1184977894, 1104291293, 1083853089, 1194125799, 1962460113, 1003101338, 1952686032, 1821588542, 1548747629, 1174638100, 1497994487, 1598999187, 1881079937, 1306311287, 1568863314, 1225100498, 1235589375, 1710359864, 1093750663, 1801264718, 1215378104, 1598847394, 1942497425, 1861450025, 1376039776, 1154591998, 1316455256, 1184148926, 1750330775, 1831429208, 1194074211, 1528433620, 1003093162, 1477984839, 1225300437, 1316479355, 1568801124, 1255643557, 1790202323, 1871551440, 1760706543, 1770958878, 1750534772, 1386022010, 1295226801, 1669835476, 1043666399, 1588008957, 1770093122, 1679856520, 1225418403, 1184101461, 1659428829, 1497791313, 1194216713, 1568816874, 1194022863, 1275883175, 1659759504, 1255611216, 1649839135, 1104861764, 1396077947, 1053478875, 1235585571, 1154630598, 1184002065, 1659897601, 1891280798, 1346549755, 1902043953, 1548626922, 1144728452, 1063470599, 1609338276, 1033513551, 1609002377, 1518363373, 1093180184, 1386117760, 1689044059, 1518064351, 1831269380, 1174784268, 1609443969, 1710153093, 1619377231, 1932227014, 1518419993, 1760883821, 1073794657, 1508272816, 1700242179, 1396176012, 1770902454, 1811273626, 1487133625, 1518269216, 1780957928, 1336653021, 1134478829, 1073993259, 1013427475, 1538408398, 1952646242, 1699008649, 1306437892, 1639376767, 1811248412, 1467609214, 1609296391, 1376008664, 1720543671, 1447702766, 1639446073, 1215334743, 1174017982, 1265984645, 1164974523, 1235455015, 1629535109, 1720430358, 1487612958, 1134596976, 1376095745, 1497130694, 1881683266, 1912464496, 1831616655, 1396138962, 1467822791, 1053630558, 1710205570, 1922597442, 1720468911, 1699206854, 1033653878, 1285034876, 1336644871, 1801074166, 1073913877, 1164974622, 1841613247, 1386024560, 1841646197, 1558846493, 1093138315, 1730124397, 1003067471, 1730422601, 1750752549, 1891193066, 1174843544, 1003296286, 1326525601, 1811207327, 1326525551, 1902269723, 1447737606, 1962943126, 1205211356, 1962928093, 1548469729, 1538613146, 1518323997, 1932248879, 1972944221, 1801089404, 1023369386, 1760891998, 1659668598, 1740727577, 1720432040, 1255582037, 1316402571, 1841543568, 1306330311, 1457619140, 1740656891, 1427462506, 1578025250, 1891155081, 1790283000, 1194359224, 1164657060, 1841572872, 1104297977, 1326559410, 1043278229, 1306378336, 1669707857, 1033551908, 1588145262, 1003874652, 1508331471, 1396113023, 1417196742, 1225503188, 1023535655, 1023380235, 1952744757, 1588942502, 1346766482, 1497773014, 1689052565]"
98,042789806,[1760488340]
99,812061892,[1790227627]
100,461531228,[1144560434]
101,843852447,"[1801436365, 1962041368, 1841830197]"
102,742975336,[1881780344]
103,390806180,"[1811197197, 1609066588, 1881884765, 1164612040]"
104,202708165,[1609829100]
105,363966745,"[1669797734, 1235125717, 1871202994]"
106,455299748,"[1619213212, 1982198388]"
107,820792285,[1770090482]
108,860799811,"[1669692331, 1295707933]"
109,330892907,"[1093112336, 1205401338, 1861599540]"
110,581376434,"[1467430819, 1265410633]"
111,204325591,[1801544655]
112,383199649,[1922019561]
113,843852447,"[1801436365, 1962041368, 1841830197]"
114,561844651,[]
115,760430406,[1497765051]
116,270790915,[1538492194]
117,331012700,[1831281146]
118,223029234,"[1679087407, 1053412643]"
119,581376434,"[1467430819, 1265410633]"
120,352047838,[1083757835]
121,521450994,[1710057500]
122,160836536,[1568428621]
123,570929502,"[1043279789, 1255390993, 1386603025]"
124,320108171,[1073608998]
125,621620048,[1922176650]
126,272050459,[1639508567]
127,310833936,[1629116645]
128,310833936,[1629116645]
129,310833936,[1629116645]
130,832302258,[1023678240]
131,431815573,[1730137936]
132,561861614,[1487640314]
133,720423889,[1528014164]
134,203499500,[1033135983]
135,352047838,[1083757835]
136,411754276,[1932208808]
137,814369023,[1063956571]
138,310833936,[1629116645]
139,752227765,[1427018902]
140,999999999,[]
