0,593582520,[1225090087]
1,272050459,[1639508567]
2,160743209,[1609314343]
3,561844651,"[1215134309, 1043649635, 1851721047, 1285715185]"
4,371756970,[1174710636]
5,271159217,"[1700115086, 1003315011]"
6,846000555,[1588766968]
7,581376434,"[1467430819, 1265410633]"
8,311106418,"[1063416808, 1114058013]"
9,621577164,"[1881190189, 1154418218]"
10,203733871,"[1851309595, 1376151423, 1396251542, 1841686581, 1013492735]"
11,640913966,"[1336243393, 1346742376, 1841686581]"
12,760215922,"[1932477809, 1295038438, 1629355482, 1437161999, 1598714503, 1861599896, 1164471405, 1386674067, 1578866737, 1457380206, 1912917550, 1669759650, 1619478047, 1720187362, 1629089362, 1255387767, 1346250610, 1770509218, 1609899590, 1386713337, 1770075152, 1740230135, 1326095852, 1255769881, 1780614461, 1528345519, 1063432672, 1740390202, 1104103290, 1134226178, 1942234448, 1053340893, 1205865508, 1629184957, 1831467711, 1912953431, 1528070992, 1528259108, 1003826694, 1639446149, 1366729451, 1184723884, 1013919240, 1497767966, 1528498490, 1184636359, 1497797963, 1578505897, 1275800781, 1295192565, 1790734036, 1366475022]"
13,760215922,"[1932477809, 1295038438, 1629355482, 1437161999, 1598714503, 1861599896, 1164471405, 1386674067, 1578866737, 1457380206, 1912917550, 1669759650, 1619478047, 1720187362, 1629089362, 1255387767, 1346250610, 1770509218, 1609899590, 1386713337, 1770075152, 1740230135, 1326095852, 1255769881, 1780614461, 1528345519, 1063432672, 1740390202, 1104103290, 1134226178, 1942234448, 1053340893, 1205865508, 1629184957, 1831467711, 1912953431, 1528070992, 1528259108, 1003826694, 1639446149, 1366729451, 1184723884, 1013919240, 1497767966, 1528498490, 1184636359, 1497797963, 1578505897, 1275800781, 1295192565, 1790734036, 1366475022]"
14,426004813,[1508858127]
15,310833936,[1629116645]
16,570757805,[]
17,390806180,"[1811197197, 1609066588, 1881884765, 1164612040]"
18,391821626,[1548264591]
19,823856894,[1508369851]
20,631054472,[1467486233]
21,853688591,"[1699365965, 1548842669]"
22,581376434,"[1467430819, 1265410633]"
23,521803773,"[1255790564, 1275606162]"
24,383199649,[1922019561]
25,812833150,[1669918132]
26,202184459,[1245739408]
27,030219309,[1568501591]
28,582205984,[1073561825]
29,621555706,"[1174807572, 1124579024, 1073880159, 1760575583, 1780941591]"
30,352047838,[1083757835]
31,352047838,[1083757835]
32,310833936,[1629116645]
33,561844651,[]
34,561844651,[]
35,561844651,[]
36,752227765,[1427018902]
37,371756970,[1174710636]
38,881113347,[1376290239]
39,571085343,"[1265462659, 1154814630, 1588016687]"
40,270202718,"[1811214216, 1548266497, 1255932786, 1538496658]"
41,581376434,"[1467430819, 1265410633]"
42,383199649,[1922019561]
43,843852447,"[1801436365, 1962041368, 1841830197]"
44,232622006,[1568491124]
45,371756970,[1174710636]
46,261975715,[1831561091]
47,390807235,[1124098330]
48,390806180,"[1811197197, 1609066588, 1164612040, 1881884765]"
49,330029144,"[1215966205, 1467726638]"
50,581175625,[1699778563]
51,581376434,"[1467430819, 1265410633]"
52,352047838,[1083757835]
53,832662144,[1235791096]
54,383199649,[1922019561]
55,561844651,"[1215134309, 1043649635, 1851721047, 1285715185]"
56,752844677,[1518033604]
57,752227765,[1427018902]
58,462787212,[1609209352]
59,593227106,"[1598726309, 1508932732]"
60,561844651,"[1215134309, 1043649635, 1851721047, 1285715185]"
61,843852447,"[1801436365, 1962041368, 1841830197]"
62,231352166,[1235209081]
63,541262519,[1861483687]
64,390806180,"[1811197197, 1609066588, 1164612040, 1881884765]"
65,834425449,[1306494620]
66,431859307,[1720069628]
67,453620087,"[1659762524, 1316213531]"
68,752714851,[1356455638]
69,942250845,[1184676595]
70,581376434,"[1467430819, 1265410633]"
71,383185965,[1730624339]
72,560552787,[1114192358]
73,843852447,"[1801436365, 1962041368, 1841830197]"
74,731347232,"[1629080254, 1205205952, 1073806626, 1063780724]"
75,311459651,[1477656650]
76,462731176,"[1932110442, 1083045140]"
77,463932293,[1174953194]
78,854123391,"[1407581218, 1316533060, 1306504493]"
79,202658531,[1386749836]
80,760215922,"[1932477809, 1295038438, 1629355482, 1437161999, 1598714503, 1861599896, 1164471405, 1386674067, 1578866737, 1457380206, 1912917550, 1669759650, 1619478047, 1720187362, 1629089362, 1255387767, 1346250610, 1770509218, 1609899590, 1386713337, 1770075152, 1740230135, 1326095852, 1255769881, 1780614461, 1528345519, 1063432672, 1740390202, 1104103290, 1134226178, 1942234448, 1053340893, 1205865508, 1629184957, 1831467711, 1912953431, 1528070992, 1528259108, 1003826694, 1639446149, 1366729451, 1184723884, 1013919240, 1497767966, 1528498490, 1184636359, 1497797963, 1578505897, 1275800781, 1295192565, 1790734036, 1366475022]"
81,202968660,[1255330403]
82,581376434,"[1467430819, 1265410633]"
83,352047838,[1083757835]
84,160965865,[1952433757]
85,731347232,"[1629080254, 1205205952, 1073806626, 1063780724]"
86,371756970,[1174710636]
87,371756970,[1174710636]
88,043546044,[1851480545]
89,530196580,[1376007005]
90,208983819,[1013134113]
91,611346763,[]
92,752496423,[1952469561]
93,843852447,"[1801436365, 1962041368, 1841830197]"
94,561844651,[]
95,391858104,[1851390686]
96,223065319,[1679514509]
